[-28.844755, 18.788761] - label 0
[13.79815, 20.884853] - label 1
[3.043511, 37.85136] - label 1
[1.802667, 2.79829] - label 1
[10.87082, 2.115982] - label 1
[6.880635, 11.32538] - label 1
[0.192272, 3.51279] - label 1
[2.467124, 12.71306] - label 1
[3.899605, 32.85665] - label 1
[22.076551, 6.559733] - label 1
[4.307148, 0.309624] - label 1
[43.49805, 0.443033] - label 1
[18.03764, 19.707844] - label 1
[2.613881, 4.137239] - label 1
[2.254962, 0.23686] - label 1
[22.03777, 1.161783] - label 1
[0.623619, 11.221733] - label 1
[0.363597, 0.369296] - label 1
[2.227469, 6.142766] - label 1
[2.21375, 9.914345] - label 1
[3.356181, 3.423859] - label 1
[5.286952, 37.986683] - label 1
[42.83495, 18.467426] - label 1
[1.029322, 30.383463] - label 1
[13.839472, 1.140553] - label 1
[15.593508, 29.52344] - label 1
[27.64776, 19.312773] - label 1
[1.235063, 14.685368] - label 1
[7.970269, 4.096243] - label 1
[0.623294, 13.832167] - label 1
[2.880992, 0.901597] - label 1
[27.532152, 11.599028] - label 1
[24.544596, 1.723673] - label 1
[0.607066, 12.499896] - label 1
[5.309243, 10.140607] - label 1
[8.625818, 11.090428] - label 1
[19.547075, 14.98675] - label 1
[5.814831, 0.921991] - label 1
[0.354423, 9.229353] - label 1
[31.451233, 4.712434] - label 1
[2.354492, 3.99107] - label 1
[26.320324, 3.539712] - label 1
[0.770868, 5.540237] - label 1
[17.060307, 4.23371] - label 1
[0.111092, 11.509872] - label 1
[26.418385, 0.865925] - label 1
[5.400478, 1.36295] - label 1
[0.467627, 0.842657] - label 1
[3.531888, 1.113908] - label 1
[7.646457, 7.095473] - label 1
[18.845945, 5.365971] - label 1
[4.211364, 53.667393] - label 1
[2.870414, 16.081264] - label 1
[22.151772, 19.096188] - label 1
[4.900961, 10.794184] - label 1
[3.532323, 2.685481] - label 1
[12.709796, 4.008826] - label 1
[28.731558, 4.570203] - label 1
[0.075359, 14.023843] - label 1
[16.419125, 4.808228] - label 1
[1.442307, 24.29897] - label 1
[8.19489, 24.895256] - label 1
[12.803786, 18.277712] - label 1
[22.213482, 0.221247] - label 1
[14.836269, 8.648258] - label 1
[0.230612, 6.719196] - label 1
[0.522784, 24.626637] - label 1
[21.243511, 2.243498] - label 1
[5.434578, 2.579853] - label 1
[23.713339, 8.678014] - label 1
[19.670681, 3.804056] - label 1
[33.62789, 13.663224] - label 1
[4.901957, 7.634663] - label 1
[3.829536, 6.113477] - label 1
[8.591891, 0.74782] - label 1
[1.467368, 6.166485] - label 1
[26.12704, 13.789663] - label 1
[7.346154, 3.524071] - label 1
[15.036045, 1.420473] - label 1
[6.753314, 2.32865] - label 1
[57.820568, 4.47331] - label 1
[26.290668, 2.166262] - label 1
[1.706646, 6.470157] - label 1
[24.825596, 19.123007] - label 1
[5.482514, 10.390204] - label 1
[6.505774, 0.543708] - label 1
[19.869013, 0.959879] - label 1
[1.617634, 0.903935] - label 1
[5.392625, 0.850296] - label 1
[4.748188, 4.185358] - label 1
[2.414146, 17.695166] - label 1
[2.342913, 1.395529] - label 1
[6.721586, 10.171784] - label 1
[2.530206, 13.369623] - label 1
[15.651733, 1.470196] - label 1
[2.297881, 3.640219] - label 1
[12.677215, 30.269464] - label 1
[6.880635, 9.976224] - label 1
[22.656466, 10.772652] - label 1
[7.417665, 6.598623] - label 1
[5.209067, 4.487163] - label 1
[5.789208, 7.320737] - label 1
[5.09565, 12.89645] - label 1
[4.823047, 5.294204] - label 1
[1.09925, 17.901434] - label 1
[3.463478, 3.032346] - label 1
[29.68844, 11.880375] - label 1
[14.587768, 24.089737] - label 1
[0.177661, 13.76183] - label 1
[25.856087, 2.499986] - label 1
[8.262993, 2.23777] - label 1
[13.440756, 29.862253] - label 1
[15.211913, 8.462303] - label 1
[17.32599, 3.201146] - label 1
[8.985799, 2.770874] - label 1
[1.255803, 9.067838] - label 1
[9.497904, 5.069775] - label 1
[6.307702, 11.910457] - label 1
[0.690757, 1.904418] - label 1
[7.805054, 18.247385] - label 1
[18.306227, 4.579847] - label 1
[0.787694, 26.03178] - label 1
[5.103273, 8.127936] - label 1
[23.012737, 3.379688] - label 1
[16.101095, 31.907999] - label 1
[12.836782, 2.237007] - label 1
[6.659619, 22.160164] - label 1
[1.523365, 13.670406] - label 1
[1.314452, 1.709904] - label 1
[18.344372, 0.693701] - label 1
[1.797552, 2.496069] - label 1
[6.141074, 10.875346] - label 1
[4.767342, 6.880635] - label 1
[0.882245, 14.707925] - label 1
[0.581481, 9.530303] - label 1
[18.80184, 6.126421] - label 1
[1.138843, 40.324265] - label 1
[8.776624, 7.205275] - label 1
[15.249704, 7.32645] - label 1
[0.38197, 12.59515] - label 1
[2.478066, 20.786789] - label 1
[8.247665, 9.058018] - label 1
[7.998073, 50.938725] - label 1
[16.29381, 3.079157] - label 1
[14.894295, 4.575988] - label 1
[3.972891, 5.505246] - label 1
[1.309581, 16.697231] - label 1
[10.485542, 1.319326] - label 1
[1.433145, 1.307146] - label 1
[10.624975, 5.051045] - label 1
[1.665465, 5.849829] - label 1
[19.92481, 3.952027] - label 1
[6.654868, 11.838413] - label 1
[7.322007, 11.131218] - label 1
[23.535137, 23.974985] - label 1
[31.123564, 9.751183] - label 1
[13.945993, 16.9633] - label 1
[2.581828, 15.922519] - label 1
[4.113265, 7.213433] - label 1
[6.220914, 0.522462] - label 1
[19.677229, 8.596937] - label 1
[23.941484, 2.542004] - label 1
[8.503646, 5.955009] - label 1
[1.474439, 4.894984] - label 1
[5.097174, 6.040069] - label 1
[4.884036, 12.001247] - label 1
[13.325565, 3.186445] - label 1
[6.899479, 6.349076] - label 1
[10.391067, 2.710262] - label 1
[5.535458, 7.253065] - label 1
[1.857639, 3.135789] - label 1
[14.817449, 5.108867] - label 1
[34.387287, 17.365765] - label 1
[4.327827, 10.815763] - label 1
[0.219063, 11.223608] - label 1
[2.217559, 9.501849] - label 1
[9.133805, 21.220556] - label 1
[0.506719, 17.188862] - label 1
[2.400557, 15.373877] - label 1
[12.456319, 17.781496] - label 1
[15.779553, 4.9289] - label 1
[4.048549, 3.141219] - label 1
[15.014106, 27.662306] - label 1
[0.034239, 21.504812] - label 1
[4.366479, 0.690103] - label 1
[11.730325, 9.977052] - label 1
[8.486518, 4.496728] - label 1
[30.351665, 5.274016] - label 1
[7.566141, 10.646192] - label 1
[5.229125, 7.253695] - label 1
[4.671938, 24.980236] - label 1
[5.703007, 5.647024] - label 1
[3.60427, 0.953163] - label 1
[0.62102, 0.317182] - label 1
[4.118332, 11.793648] - label 1
[7.124055, 16.191593] - label 1
[0.273176, 7.935118] - label 1
[4.947402, 1.863888] - label 1
[18.48873, 6.676264] - label 1
[36.578407, 7.567441] - label 1
[6.307702, 4.374984] - label 1
[7.934443, 0.739272] - label 1
[12.105149, 1.853964] - label 1
[3.55799, 40.81819] - label 1
[2.209562, 15.499611] - label 1
[12.498831, 1.707008] - label 1
[14.063619, 23.49028] - label 1
[27.769625, 30.66117] - label 1
[4.741812, 13.505329] - label 1
[1.000272, 1.552907] - label 1
[17.815878, 3.033999] - label 1
[0.072592, 9.542975] - label 1
[23.426546, 3.090375] - label 1
[3.543626, 26.643698] - label 1
[0.968281, 2.145817] - label 1
[4.306679, 4.216946] - label 1
[28.334576, 48.02466] - label 1
[0.752096, 4.433293] - label 1
[13.575065, 22.107128] - label 1
[33.62789, 5.436154] - label 1
[17.243486, 5.407812] - label 1
[5.654005, 18.878145] - label 1
[1.319326, 7.226626] - label 1
[17.110855, 9.058018] - label 1
[3.908623, 0.841993] - label 1
[1.650336, 24.662518] - label 1
[1.933628, 16.190054] - label 1
[0.277568, 8.073735] - label 1
[3.895549, 9.135326] - label 1
[10.244629, 7.967561] - label 1
[3.285142, 7.857145] - label 1
[5.336266, 2.542004] - label 1
[17.17695, 8.891797] - label 1
[2.039721, 6.590361] - label 1
[6.374445, 28.861994] - label 1
[5.863533, 43.357204] - label 1
[4.249101, 6.159138] - label 1
[8.394953, 3.915393] - label 1
[0.301443, 18.718174] - label 1
[7.639248, 13.632161] - label 1
[13.238027, 0.83436] - label 1
[0.753741, 8.448797] - label 1
[5.872863, 18.403788] - label 1
[13.309382, 20.538612] - label 1
[3.217131, 3.871248] - label 1
[18.684507, 6.815264] - label 1
[13.987932, 2.851319] - label 1
[15.691227, 0.427733] - label 1
[2.825782, 6.442219] - label 1
[10.420441, 23.506277] - label 1
[2.994807, 34.4924] - label 1
[8.485092, 25.612026] - label 1
[16.63422, 7.934443] - label 1
[35.566307, 15.373877] - label 1
[9.612163, 2.439431] - label 1
[21.279327, 13.975578] - label 1
[3.508455, 5.568957] - label 1
[7.807719, 16.284473] - label 1
[3.629246, 1.352463] - label 1
[10.267609, 15.593508] - label 1
[18.769884, 25.925179] - label 1
[2.027379, 12.088779] - label 1
[6.027793, 2.630542] - label 1
[6.071383, 10.078542] - label 1
[6.021104, 11.945666] - label 1
[0.703191, 8.043674] - label 1
[0.721215, 17.072079] - label 1
[7.585019, 5.671209] - label 1
[4.265451, 0.341152] - label 1
[4.080626, 23.268963] - label 1
[9.8145, 1.759998] - label 1
[0.018328, 28.94439] - label 1
[15.637145, 7.520071] - label 1
[0.933711, 15.055281] - label 1
[0.180146, 9.762518] - label 1
[9.136087, 6.89218] - label 1
[2.454243, 9.75523] - label 1
[14.680068, 8.583968] - label 1
[24.516218, 10.19206] - label 1
[12.646903, 16.664867] - label 1
[14.561552, 0.222495] - label 1
[22.76886, 17.358837] - label 1
[6.201603, 8.448086] - label 1
[18.829885, 11.765895] - label 1
[2.017292, 44.64932] - label 1
[2.179536, 16.896942] - label 1
[4.852256, 5.719756] - label 1
[4.829475, 9.455391] - label 1
[0.973998, 7.14461] - label 1
[0.910619, 1.335009] - label 1
[5.796834, 7.254956] - label 1
[16.29848, 1.691815] - label 1
[10.799575, 4.229982] - label 1
[8.271365, 48.403492] - label 1
[3.079572, 18.050621] - label 1
[2.711062, 4.251435] - label 1
[9.450678, 27.286161] - label 1
[5.627182, 8.770019] - label 1
[8.87844, 7.280205] - label 1
[4.935396, 18.482916] - label 1
[10.132197, 2.259169] - label 1
[27.23954, 1.419066] - label 1
[17.192266, 0.124679] - label 1
[19.270756, 0.139523] - label 1
[1.874925, 2.450733] - label 1
[13.950918, 28.96095] - label 1
[0.19694, 2.324799] - label 1
[15.991755, 22.095999] - label 1
[7.811051, 13.4771] - label 1
[4.54517, 3.448387] - label 1
[2.598436, 5.163443] - label 1
[0.163691, 42.42319] - label 1
[6.955611, 10.187832] - label 1
[16.359404, 1.839648] - label 1
[2.162473, 1.88008] - label 1
[4.609321, 59.783367] - label 1
[1.321764, 2.025884] - label 1
[14.917329, 26.586891] - label 1
[6.042861, 0.87758] - label 1
[8.902941, 4.795895] - label 1
[0.913962, 2.385824] - label 1
[1.564677, 16.423855] - label 1
[16.061474, 3.852838] - label 1
[6.257935, 16.00687] - label 1
[3.908172, 1.942519] - label 1
[17.344994, 3.372416] - label 1
[1.292896, 1.554333] - label 1
[5.098698, 5.84271] - label 1
[0.466348, 0.591837] - label 1
[0.042204, 4.770784] - label 1
[9.668984, 3.070026] - label 1
[4.208575, 2.708661] - label 1
[1.63523, 1.734194] - label 1
[15.412287, 14.025084] - label 1
[5.036895, 0.632393] - label 1
[1.115273, 24.168114] - label 1
[61.924847, 15.015476] - label 1
[1.852862, 13.784817] - label 1
[5.376415, 11.820483] - label 1
[0.345258, 28.97754] - label 1
[8.187967, 13.504151] - label 1
[5.57695, 2.955768] - label 1
[19.13334, 0.80951] - label 1
[0.792648, 5.098698] - label 1
[29.44195, 17.812252] - label 1
[19.189327, 6.739533] - label 1
[15.976663, 13.70279] - label 1
[2.387761, 9.458533] - label 1
[3.847904, 0.788354] - label 1
[21.109077, 9.646537] - label 1
[4.371203, 8.530109] - label 1
[3.062147, 14.699958] - label 1
[1.654656, 24.41752] - label 1
[8.505789, 3.229347] - label 1
[1.046588, 4.903452] - label 1
[0.7943, 4.525477] - label 1
[22.718422, 2.723477] - label 1
[7.150847, 29.82002] - label 1
[26.007078, 5.865179] - label 1
[0.829054, 7.081832] - label 1
[0.030871, 3.876643] - label 1
[0.221871, 2.766446] - label 1
[2.946749, 15.36678] - label 1
[2.481977, 1.493555] - label 1
[3.923522, 9.111008] - label 1
[16.582815, 0.077511] - label 1
[9.923397, 6.35138] - label 1
[3.132866, 0.990833] - label 1
[22.49889, 4.14047] - label 1
[29.465164, 4.552385] - label 1
[11.203003, 11.4129] - label 1
[7.096093, 0.600907] - label 1
[0.822425, 2.1496] - label 1
[2.892397, 8.77222] - label 1
[5.776693, 12.026614] - label 1
[15.429405, 4.886523] - label 1
[1.089716, 9.306454] - label 1
[0.240923, 18.531473] - label 1
[1.203346, 14.636449] - label 1
[30.654621, 16.384506] - label 1
[31.028, 1.15493] - label 1
[1.951418, 20.593498] - label 1
[1.227125, 16.998316] - label 1
[11.077484, 44.13241] - label 1
[10.828372, 6.803807] - label 1
[13.032583, 6.185162] - label 1
[8.138949, 0.715969] - label 1
[8.888085, 74.01445] - label 1
[28.308662, 18.894285] - label 1
[11.07656, 18.734056] - label 1
[0.863263, 7.37993] - label 1
[24.84388, 9.8145] - label 1
[2.638883, 6.582106] - label 1
[2.433201, 36.309856] - label 1
[0.906942, 3.614341] - label 1
[4.223462, 8.401314] - label 1
[0.981739, 12.43513] - label 1
[5.538113, 10.042653] - label 1
[3.578484, 23.138487] - label 1
[4.436146, 7.415102] - label 1
[41.299767, 7.627462] - label 1
[2.163231, 6.452686] - label 1
[14.272537, 3.129944] - label 1
[25.474634, 1.360502] - label 1
[5.318589, 1.818761] - label 1
[9.977879, 22.202232] - label 1
[1.535456, 16.39708] - label 1
[7.656296, 15.184011] - label 1
[6.292803, 6.296812] - label 1
[16.066036, 15.124285] - label 1
[6.608074, 2.407543] - label 1
[11.036912, 4.325945] - label 1
[12.596226, 2.569194] - label 1
[18.34246, 1.994913] - label 1
[3.105767, 2.565643] - label 1
[8.459458, 13.598815] - label 1
[6.673885, 4.078331] - label 1
[6.326644, 15.606579] - label 1
[21.944208, 2.40599] - label 1
[6.047329, 4.320773] - label 1
[7.267573, 17.50009] - label 1
[18.633236, 4.197424] - label 1
[6.860615, 10.956259] - label 1
[0.504472, 4.776687] - label 1
[39.20205, 15.89107] - label 1
[17.078812, 21.006308] - label 1
[2.306717, 7.859154] - label 1
[7.848444, 0.486834] - label 1
[22.380884, 2.153385] - label 1
[8.051181, 20.5696] - label 1
[11.698814, 7.261893] - label 1
[21.824413, 10.714567] - label 1
[21.982628, 6.770718] - label 1
[7.29412, 2.945519] - label 1
[1.524431, 0.591837] - label 1
[6.458506, 7.939842] - label 1
[4.621425, 2.584594] - label 1
[19.862337, 3.469089] - label 1
[9.607376, 5.688982] - label 1
[2.370726, 24.84388] - label 1
[0.37373, 5.482514] - label 1
[1.772379, 4.341008] - label 1
[13.860197, 8.134818] - label 1
[27.11015, 7.328991] - label 1
[15.538507, 20.531475] - label 1
[7.714874, 7.643835] - label 1
[18.194534, 12.486058] - label 1
[2.626176, 2.815261] - label 1
[0.022915, 3.824614] - label 1
[1.645658, 2.106935] - label 1
[3.729332, 1.880817] - label 1
[9.736628, 8.323142] - label 1
[2.031865, 6.711431] - label 1
[0.847971, 3.620037] - label 1
[8.470131, 10.849122] - label 1
[1.233337, 19.314878] - label 1
[54.77196, 0.184187] - label 1
[8.269969, 14.137374] - label 1
[2.29289, 13.183132] - label 1
[1.55362, 9.108731] - label 1
[10.774444, 2.713064] - label 1
[9.482137, 6.223188] - label 1
[8.554489, 38.027637] - label 1
[20.359364, 6.069143] - label 1
[13.201397, 18.623405] - label 1
[0.249994, 4.818599] - label 1
[15.358271, 1.582179] - label 1
[20.524343, 2.446444] - label 1
[3.042683, 5.909167] - label 1
[13.490029, 5.184435] - label 1
[0.182632, 1.28387] - label 1
[2.272184, 9.875762] - label 1
[3.715163, 37.27679] - label 1
[9.045945, 1.205756] - label 1
[2.934054, 14.755861] - label 1
[17.433575, 0.856944] - label 1
[19.489054, 43.982407] - label 1
[5.788663, 5.503129] - label 1
[4.423313, 11.702747] - label 1
[5.338868, 2.269503] - label 1
[0.839337, 17.327717] - label 1
[10.064338, 0.931031] - label 1
[7.80572, 15.679508] - label 1
[7.887992, 3.398533] - label 1
[0.036689, 10.647077] - label 1
[25.77541, 0.991507] - label 1
[2.37653, 16.005358] - label 1
[2.953717, 10.08105] - label 1
[7.483884, 5.194691] - label 1
[11.397624, 24.494986] - label 1
[1.925855, 8.970819] - label 1
[35.386124, 13.498264] - label 1
[17.584745, 7.692455] - label 1
[7.423433, 10.423902] - label 1
[2.692669, 5.933995] - label 1
[17.068714, 4.701684] - label 1
[1.492492, 12.832376] - label 1
[3.895549, 0.355372] - label 1
[1.704474, 1.450418] - label 1
[3.713835, 7.570694] - label 1
[23.00969, 4.942398] - label 1
[8.196276, 4.167749] - label 1
[68.41829, 23.328552] - label 1
[5.11141, 2.845639] - label 1
[3.367286, 1.447949] - label 1
[0.838342, 1.240244] - label 1
[18.230368, 4.042604] - label 1
[25.152397, 3.719146] - label 1
[1.151162, 0.1817] - label 1
[2.427364, 18.181366] - label 1
[19.312773, 0.707776] - label 1
[4.823541, 17.451035] - label 1
[0.993529, 13.163762] - label 1
[3.208294, 5.353453] - label 1
[15.946547, 5.511069] - label 1
[1.922156, 10.992839] - label 1
[7.688504, 10.314583] - label 1
[5.410958, 8.677288] - label 1
[17.229803, 19.751741] - label 1
[1.132005, 16.28914] - label 1
[3.878442, 12.464807] - label 1
[23.385336, 1.637386] - label 1
[12.332997, 4.283702] - label 1
[4.324534, 6.88428] - label 1
[4.054041, 3.342103] - label 1
[12.28284, 1.799379] - label 1
[6.021104, 8.865841] - label 1
[13.796937, 4.729071] - label 1
[2.604374, 14.158727] - label 1
[7.319468, 22.123844] - label 1
[2.53925, 1.31306] - label 1
[6.790558, 4.880555] - label 1
[8.990298, 1.36295] - label 1
[1.215056, 12.631781] - label 1
[12.519088, 3.832222] - label 1
[2.113342, 9.442044] - label 1
[6.190261, 5.183923] - label 1
[1.05642, 24.544596] - label 1
[18.592014, 2.419198] - label 1
[3.452265, 37.468983] - label 1
[2.583804, 23.644922] - label 1
[0.364863, 3.117848] - label 1
[19.65324, 3.024909] - label 1
[23.191093, 17.217844] - label 1
[24.9617, 5.52962] - label 1
[26.46993, 9.027863] - label 1
[15.781032, 24.954296] - label 1
[32.51981, 4.272467] - label 1
[18.500368, 3.177216] - label 1
[1.140553, 1.346874] - label 1
[3.643294, 1.487887] - label 1
[16.533266, 29.060896] - label 1
[9.87986, 2.182193] - label 1
[6.261359, 14.770554] - label 1
[22.745092, 12.931978] - label 1
[1.171385, 4.9449] - label 1
[9.467182, 1.904418] - label 1
[0.855947, 2.948798] - label 1
[6.993617, 8.231664] - label 1
[1.891873, 25.148623] - label 1
[9.885599, 0.820768] - label 1
[2.501162, 1.357355] - label 1
[6.052918, 12.382354] - label 1
[9.697113, 1.974443] - label 1
[1.655016, 2.57393] - label 1
[12.05612, 10.46901] - label 1
[17.02675, 5.171118] - label 1
[6.216367, 0.529539] - label 1
[18.033934, 15.650273] - label 1
[10.138924, 8.178282] - label 1
[1.203002, 22.352314] - label 1
[7.331531, 4.322653] - label 1
[5.107341, 0.997912] - label 1
[8.445955, 12.178116] - label 1
[5.129744, 1.983371] - label 1
[2.667931, 5.103273] - label 1
[25.580456, 15.263737] - label 1
[31.213125, 8.136883] - label 1
[13.800576, 9.74552] - label 1
[19.38037, 6.482988] - label 1
[6.599213, 19.63583] - label 1
[0.394661, 9.098113] - label 1
[0.699263, 5.384778] - label 1
[69.6319, 1.54863] - label 1
[2.1496, 9.460891] - label 1
[1.031351, 8.634498] - label 1
[4.040775, 29.635107] - label 1
[8.568139, 5.791931] - label 1
[9.143699, 5.07383] - label 1
[0.709742, 10.780721] - label 1
[1.833781, 0.291383] - label 1
[1.101975, 32.441257] - label 1
[6.115164, 3.831326] - label 1
[7.697726, 5.479347] - label 1
[16.770432, 54.627033] - label 1
[5.026799, 16.42543] - label 1
[21.974382, 14.142394] - label 1
[1.193369, 13.916494] - label 1
[6.245389, 11.917489] - label 1
[9.316521, 5.163955] - label 1
[23.547993, 16.088886] - label 1
[1.907373, 9.237805] - label 1
[43.982407, 4.178403] - label 1
[11.342444, 2.304411] - label 1
[3.726231, 7.51554] - label 1
[44.863804, 10.123794] - label 1
[0.086435, 2.705861] - label 1
[1.555046, 3.14289] - label 1
[40.462914, 2.063326] - label 1
[2.384275, 13.0517] - label 1
